Tau1_Model_Lower20 4 20 -0.0560604110
Tau1_Model_Lower40 5 190 0.0007172994
Tau1_Model_Lower80 5 190 0.7213664055
Tau1_Model_Lower160 3 200 0.7618430853
Tau1_Model_Lower320 1 160 0.8114633560
Tau1_Model_Lower640 2 190 0.8530597091
Tau1_Model_Lower1280 1 200 0.8850430250
Tau1_Model_Lower2560 2 180 0.8951401114
