# Layers Neurons R2_Score
1 10 -0.2333081365
1 20 -0.1323219240
1 30 0.7043311000
1 40 0.5186139345
1 50 0.3993695080
1 60 0.5591189861
1 70 0.4551976621
1 80 0.8058811426
1 90 0.7685372233
1 100 0.8733938932
1 110 0.7200046778
1 120 0.8817446232
1 130 0.4089428484
1 140 0.7908027768
1 150 0.8047490716
1 160 0.7975618839
1 170 0.8744103312
1 180 0.8258167505
1 190 0.2417741269
1 200 0.3738634288
2 10 -0.3422948420
2 20 -0.2065285891
2 30 0.4020841122
2 40 -0.1247110665
2 50 0.7088007331
2 60 0.6818017364
2 70 0.7366812825
2 80 0.2562037110
2 90 0.7166197896
2 100 0.0521783270
2 110 0.8373572230
2 120 0.7856270671
2 130 -1.4592154026
2 140 -0.3089241087
2 150 0.0089657651
2 160 -1.0222228765
2 170 -0.5032921433
2 180 0.8305745125
2 190 0.8479073048
2 200 0.2219433039
3 10 -1.6123545170
3 20 -0.7068716884
3 30 -0.0552817471
3 40 0.5997622013
3 50 -0.0815843865
3 60 -0.7344918251
3 70 0.2336849272
3 80 -4.3284249306
3 90 -0.0446235649
3 100 0.4817737043
3 110 -1.3585273027
3 120 -0.1838368326
3 130 -2.2674837112
3 140 0.6086726189
3 150 0.5612751842
3 160 -0.8269123435
3 170 -1.3207041025
3 180 0.0197135117
3 190 0.0095149726
3 200 0.7267378569
4 10 -0.3311403990
4 20 -0.5592264533
4 30 -1.3907363415
4 40 -1.3574932814
4 50 0.5842087865
4 60 0.7030608058
4 70 0.2218364924
4 80 -1.3911428452
4 90 -7.5292687416
4 100 -0.2955222130
4 110 0.7426040769
4 120 -5.2908821106
4 130 0.7632527351
4 140 0.8136802316
4 150 -0.4546829164
4 160 -1.7426519394
4 170 -12.5009098053
4 180 0.7447992563
4 190 -0.8246285319
4 200 -0.6135365367
5 10 -1.2161093950
5 20 -1.6517699957
5 30 -0.8079745770
5 40 -0.2378920913
5 50 -0.2131341696
5 60 -1.6644421816
5 70 -0.6921669841
5 80 -2.9189670086
5 90 0.4534595907
5 100 -0.3865407705
5 110 0.5510839224
5 120 -3.7006282806
5 130 0.7559761405
5 140 0.6691732407
5 150 -0.8720966578
5 160 0.5192509294
5 170 -1.4181964397
5 180 0.5971825719
5 190 -0.0391541608
5 200 -4.8688478470
