Pressure_Model_Upper20 3 60 -0.7095528245
Pressure_Model_Upper40 2 20 -1.2620512247
Pressure_Model_Upper80 2 130 -1.0823744535
Pressure_Model_Upper160 4 10 -0.7779189944
Pressure_Model_Upper320 1 20 -1.5586986542
Pressure_Model_Upper640 2 130 -0.4956988692
Pressure_Model_Upper1280 1 200 0.8054232001
Pressure_Model_Upper2560 1 120 0.8817446232
