Pressure_Model_Lower20 5 20 -4.4280390739
Pressure_Model_Lower40 5 10 -1.3197245598
Pressure_Model_Lower80 5 20 -4.7346472740
Pressure_Model_Lower160 5 200 -1.5851384401
Pressure_Model_Lower320 3 60 -0.8597027659
Pressure_Model_Lower640 4 130 0.2970913947
Pressure_Model_Lower1280 1 170 0.7728844881
Pressure_Model_Lower2560 1 100 0.7867425084
