# Layers Neurons R2_Score
1 10 -1.1031470299
1 20 -2.5825357437
1 30 -2.3295319080
1 40 -4.1255869865
1 50 -3.9785583019
1 60 -3.4495143890
1 70 -4.2414588928
1 80 -5.4895939827
1 90 -2.3062431812
1 100 -2.8663539886
1 110 -1.8336194754
1 120 -4.0542931557
1 130 -2.0388400555
1 140 -2.9590618610
1 150 -2.2425258160
1 160 -3.3000099659
1 170 -1.9657282829
1 180 -2.4969949722
1 190 -1.7954846621
1 200 -2.1201310158
2 10 -2.4043292999
2 20 -1.2285149097
2 30 -1.3138231039
2 40 -1.8913516998
2 50 -1.0853781700
2 60 -1.1984091997
2 70 -1.3645285368
2 80 -1.1497043371
2 90 -1.9344984293
2 100 -1.4804370403
2 110 -0.8495565653
2 120 -1.5222423077
2 130 -1.6816790104
2 140 -0.7814950943
2 150 -0.6637429595
2 160 -1.6823453903
2 170 -0.9011977315
2 180 -1.0841846466
2 190 -0.8729742169
2 200 -1.0138374567
3 10 -0.5987113118
3 20 -0.4842336476
3 30 -0.3381842375
3 40 -0.4172752798
3 50 -0.5410107970
3 60 -0.9632863998
3 70 -0.9260230064
3 80 -0.5779259205
3 90 -0.4606538415
3 100 -0.4590195715
3 110 -0.7844679952
3 120 -1.3688521385
3 130 -0.6497238874
3 140 -1.2342636585
3 150 -1.2548767328
3 160 -0.5245398283
3 170 -0.5547215343
3 180 -1.1277506351
3 190 -0.9480895996
3 200 -1.4911895990
4 10 -0.0213845782
4 20 -0.3054073155
4 30 -0.5417073369
4 40 -0.5107579231
4 50 -0.5496936440
4 60 -0.3419927061
4 70 -0.2170554250
4 80 -0.4509861469
4 90 -0.7183843255
4 100 -1.4599283934
4 110 -1.3229598999
4 120 -0.4792436957
4 130 -0.6576596498
4 140 -1.3109974861
4 150 -0.2728994787
4 160 -0.5286393166
4 170 -0.7315137982
4 180 -0.5253337026
4 190 -0.4101549685
4 200 -0.7888647914
5 10 -0.1650616229
5 20 -0.2215879112
5 30 -0.0576407351
5 40 -0.1414309293
5 50 -0.1508730799
5 60 -0.2495735735
5 70 -0.2835897207
5 80 -0.4388114512
5 90 -0.3485218883
5 100 -1.1394586563
5 110 -0.5230777860
5 120 -0.4534861147
5 130 -0.2622022629
5 140 -5.0407752991
5 150 -0.3854069710
5 160 -0.5304943919
5 170 -0.8709697723
5 180 -0.5290089250
5 190 -1.2565225363
5 200 -1.0636662245
