Tau1_Model_Upper20 5 10 -0.0097645214
Tau1_Model_Upper40 4 10 -0.0213845782
Tau1_Model_Upper80 4 180 0.1717646569
Tau1_Model_Upper160 4 150 0.6352283955
Tau1_Model_Upper320 1 200 0.8111807108
Tau1_Model_Upper640 5 200 0.9163796306
Tau1_Model_Upper1280 4 200 0.9546715617
Tau1_Model_Upper2560 4 50 0.9723781943
