# Layers Neurons R2_Score
1 10 -4.4983706474
1 20 -2.8360779285
1 30 -2.6148574352
1 40 -4.4453635216
1 50 -3.4133155346
1 60 -2.8189687729
1 70 -3.8152096272
1 80 -2.8223304749
1 90 -2.6013920307
1 100 -2.8374640942
1 110 -2.5823738575
1 120 -1.4524978399
1 130 -2.1752839088
1 140 -1.8344074488
1 150 -1.8334673643
1 160 -2.1391992569
1 170 -1.2356837988
1 180 -1.8112536669
1 190 -1.5724221468
1 200 -1.4670758247
2 10 -1.2900129557
2 20 -1.0278431177
2 30 -1.5423649549
2 40 -1.5206038952
2 50 -1.5486644506
2 60 -0.7635609508
2 70 -2.0526602268
2 80 -1.8585767746
2 90 -1.4653713703
2 100 -3.3222780228
2 110 -1.4621860981
2 120 -1.7294965982
2 130 -1.8011897802
2 140 -1.0792092085
2 150 -1.2350864410
2 160 -1.6312960386
2 170 -0.5243584514
2 180 -1.8916434050
2 190 -1.5694087744
2 200 -1.2693904638
3 10 -0.1045671552
3 20 -0.2627197504
3 30 -0.4366092980
3 40 -0.9317938685
3 50 -0.6693657041
3 60 -0.5842351913
3 70 -0.8014557958
3 80 -1.5571595430
3 90 -0.3298474252
3 100 -2.0609545708
3 110 -0.5542828441
3 120 -1.1992937326
3 130 -1.1980253458
3 140 -0.7136480212
3 150 -1.3157238960
3 160 -1.1614364386
3 170 -1.5990136862
3 180 -0.4989396632
3 190 -0.2818555832
3 200 -0.1062563211
4 10 -0.1134652644
4 20 -0.3601238132
4 30 -0.1672506481
4 40 -0.8295677304
4 50 -1.3606755733
4 60 -0.8588644862
4 70 -0.3491825461
4 80 -1.5667815208
4 90 -0.5259600878
4 100 -0.6522988081
4 110 -1.2215061188
4 120 -1.0351140499
4 130 -0.0445107594
4 140 -1.7332409620
4 150 -0.5102561712
4 160 -0.3941026926
4 170 -1.6074624062
4 180 0.1717646569
4 190 -0.7530088425
4 200 -0.7762331367
5 10 -0.4148352444
5 20 -0.8715702295
5 30 -0.6549543142
5 40 -0.8311434984
5 50 -0.4193669856
5 60 -0.5273363590
5 70 -0.9946678281
5 80 -2.1906063557
5 90 -1.0532015562
5 100 -0.2963826954
5 110 -0.7745814919
5 120 -0.5378304124
5 130 -0.6601794362
5 140 -0.0005326952
5 150 -0.6369645000
5 160 -0.6456269026
5 170 -0.6073888540
5 180 -1.2618770599
5 190 -0.2506407201
5 200 -2.1641120911
