Tau2_Model_Lower20 5 10 -2.6715650558
Tau2_Model_Lower40 4 20 -3.8757703304
Tau2_Model_Lower80 4 10 -2.2789096832
Tau2_Model_Lower160 5 10 -2.9060049057
Tau2_Model_Lower320 1 150 -2.9459419250
Tau2_Model_Lower640 1 10 -0.3026671708
Tau2_Model_Lower1280 5 10 0.5269371271
Tau2_Model_Lower2560 1 10 0.6439569592
